,company,job-title,overall-ratings,work-balance-stars,culture-values-stars,carrer-opportunities-stars,comp-benefit-stars,senior-mangemnet-stars,helpful-count
23448,amazon,FC Associate,2.0,1.0,1.0,3.0,4.0,3.0,2
23449,amazon,SDE2,5.0,3.0,5.0,5.0,4.0,4.0,1
23450,amazon,Oracle Database Administrator II,2.0,1.0,2.0,1.0,3.0,1.0,0
23453,amazon,Fulfillment Associate,4.0,2.0,3.0,3.0,4.0,3.0,1
23454,amazon,Picker,1.0,1.0,1.0,1.0,1.0,2.0,1
23455,amazon,Technical Program Manager II,3.0,1.0,2.0,2.0,4.0,2.0,5
23456,amazon,Engineering Ops Technician,5.0,4.0,4.0,5.0,5.0,5.0,3
23457,amazon,Amazon Area Manager,5.0,2.0,3.0,4.0,5.0,3.0,4
23458,amazon,Tier III Process Assistant,4.0,4.0,5.0,5.0,3.0,5.0,0
23459,amazon,SDE1,2.0,1.0,2.0,2.0,3.0,1.0,3
23460,amazon,Warehouse Associate,2.0,2.0,4.0,2.0,3.0,1.0,4
23461,amazon,Senior Product Manager,3.0,2.0,2.0,3.0,4.0,3.0,6
23462,amazon,Outbound Order Packer,2.0,none,1.0,1.0,5.0,1.0,2
23463,amazon,Software Development Engineer I,1.0,1.0,1.0,1.0,1.0,2.0,8
23464,amazon,Investigation Specialist,1.0,1.0,1.0,1.0,1.0,1.0,5
23465,amazon,Senior Financial Analyst,3.0,1.0,1.0,4.0,3.0,2.0,4
23466,amazon,Content Manager,5.0,3.0,5.0,5.0,5.0,4.0,1
23467,amazon,Senior Technical Program Manager,5.0,5.0,5.0,5.0,5.0,5.0,1
23468,amazon,Fulfillment Associate,3.0,2.0,3.0,2.0,4.0,2.0,5
23470,amazon,Business Analyst,2.0,1.0,2.0,2.0,3.0,1.0,8
23473,amazon,Stower,5.0,4.0,5.0,4.0,3.0,4.0,1
23474,amazon,Software Development Manager,4.0,4.0,4.0,5.0,4.0,5.0,0
23475,amazon,Software Development Engineer II,3.0,2.0,4.0,3.0,2.0,4.0,1
23477,amazon,Picker,3.0,3.0,4.0,5.0,5.0,3.0,0
23478,amazon,Software Development Engineer II,3.0,3.0,3.0,3.0,4.0,3.0,0
23479,amazon,Software Development Engineer,2.0,5.0,2.0,1.0,2.0,3.0,7
23480,amazon,Senior Manager,2.0,1.0,3.0,3.0,2.0,1.0,1
23481,amazon,Buyer,1.0,1.0,1.0,2.0,3.0,1.0,6
23482,amazon,Picker,1.0,4.0,2.0,3.0,4.0,1.0,11
23483,amazon,Senior Produce Specialist,5.0,4.0,5.0,5.0,4.0,5.0,0
23485,amazon,Software Development Engineer,2.0,2.0,2.0,2.0,3.0,4.0,5
23487,amazon,Solution Architect,2.0,1.0,2.0,2.0,1.0,1.0,19
23488,amazon,Software Development Engineer I,5.0,3.0,5.0,4.0,4.0,4.0,0
23489,amazon,Senior Executive Assistant,3.0,2.0,3.0,3.0,2.0,3.0,12
23491,amazon,Software Development Engineer I Intern,4.0,4.0,4.0,4.0,4.0,4.0,0
23492,amazon,Software Development Engineer I,3.0,3.0,2.0,2.0,3.0,2.0,5
23494,amazon,Corporate Counsel,4.0,2.0,2.0,5.0,4.0,2.0,11
23495,amazon,Area Manager,4.0,1.0,3.0,3.0,4.0,1.0,4
23496,amazon,Software Development Engineer II,4.0,5.0,5.0,5.0,3.0,4.0,1
23498,amazon,Director,4.0,2.0,4.0,4.0,4.0,3.0,3
23500,amazon,Product Manager,2.0,2.0,4.0,2.0,3.0,1.0,5
23501,amazon,Operations Manager,2.0,1.0,4.0,2.0,3.0,2.0,9
23504,amazon,Warehouse Associate,4.0,2.0,3.0,3.0,3.0,3.0,2
23505,amazon,Software Development Engineer II,3.0,1.0,1.0,5.0,3.0,3.0,1
23506,amazon,Customer Service Representative,5.0,4.0,5.0,5.0,3.0,5.0,1
23508,amazon,Operations Manager,1.0,1.0,1.0,3.0,3.0,1.0,6
23509,amazon,Warehouse Associate,4.0,3.0,4.0,3.0,4.0,4.0,2
23510,amazon,Outbound Order Picker,5.0,5.0,5.0,5.0,5.0,5.0,1
23511,amazon,Technical Program Manager II,2.0,3.0,2.0,3.0,3.0,2.0,27
23514,amazon,"Senior Manager, Product Management",3.0,2.0,3.0,3.0,4.0,3.0,3
23515,amazon,Picker,3.0,4.0,4.0,3.0,3.0,4.0,0
23516,amazon,Software Development Engineer,5.0,2.0,3.0,5.0,5.0,3.0,0
23517,amazon,Warehouse Associate Packer,2.0,2.0,4.0,1.0,3.0,4.0,7
23518,amazon,Quality Assurance Engineer II,3.0,2.0,4.0,2.0,5.0,2.0,8
23524,amazon,Senior Manager,2.0,1.0,1.0,2.0,4.0,1.0,3
23525,amazon,Product Quality Investigator,4.0,3.0,5.0,3.0,3.0,4.0,0
23528,amazon,Anonymous,1.0,1.0,1.0,3.0,3.0,2.0,0
23529,amazon,Software Development Engineer II,2.0,1.0,3.0,2.0,1.0,1.0,3
23531,amazon,Senior Manager,2.0,1.0,1.0,2.0,3.0,3.0,0
23533,amazon,Design Manager,3.0,2.0,4.0,3.0,3.0,4.0,2
23534,amazon,Stower,1.0,2.0,1.0,2.0,4.0,2.0,9
23535,amazon,Software Development Engineer Intern,5.0,5.0,5.0,5.0,4.0,5.0,2
23536,amazon,Senior Manager,5.0,3.0,5.0,5.0,4.0,5.0,0
23537,amazon,Software Development Engineer,3.0,3.0,4.0,3.0,4.0,3.0,1
23538,amazon,Stocker,3.0,none,none,none,none,none,0
23540,amazon,Software Development Engineer In Test II,3.0,2.0,2.0,2.0,3.0,3.0,1
23542,amazon,Customer Service Representative,5.0,2.0,5.0,3.0,2.0,4.0,0
23544,amazon,Warehouse Associate,1.0,1.0,2.0,2.0,3.0,1.0,4
23545,amazon,Financial Analyst Intern,4.0,2.0,5.0,5.0,3.0,5.0,1
23546,amazon,Fulfillment Associate,3.0,4.0,3.0,2.0,3.0,3.0,0
23547,amazon,Outbound,5.0,1.0,3.0,3.0,5.0,3.0,0
23548,amazon,Operations Manager,3.0,2.0,2.0,3.0,4.0,2.0,0
23551,amazon,Software Development Engineer II,5.0,5.0,5.0,5.0,5.0,4.0,7
23552,amazon,Systems Engineer Associate,4.0,4.0,4.0,5.0,3.0,3.0,0
23553,amazon,Executive Assistant,2.0,2.0,1.0,4.0,3.0,1.0,6
23554,amazon,Software Development Engineer II,4.0,4.0,4.0,4.0,4.0,3.0,3
23556,amazon,Operations Manager,2.0,1.0,2.0,3.0,4.0,2.0,3
23557,amazon,Manager,2.0,2.0,1.0,4.0,5.0,2.0,0
23558,amazon,Software Engineer III,4.0,3.0,4.0,4.0,4.0,5.0,5
23559,amazon,Brand Specialist,1.0,1.0,1.0,2.0,2.0,1.0,37
23560,amazon,Amazon Warehouse Worker,1.0,3.0,3.0,1.0,4.0,2.0,1
23561,amazon,Human Resources Associate,2.0,1.0,2.0,3.0,4.0,3.0,8
23562,amazon,Director,3.0,1.0,3.0,3.0,3.0,2.0,2
23563,amazon,Stower,3.0,2.0,3.0,2.0,2.0,2.0,0
23564,amazon,Process Assistant,4.0,3.0,4.0,3.0,4.0,4.0,1
23565,amazon,Executive Producer,5.0,none,4.0,none,4.0,4.0,2
23567,amazon,TPM,5.0,2.0,5.0,3.0,4.0,4.0,8
23568,amazon,Warehouse Associate,4.0,4.0,4.0,5.0,4.0,4.0,2
23569,amazon,Marketplace Bookseller,2.0,2.0,2.0,1.0,2.0,3.0,0
23570,amazon,Business Development,1.0,1.0,3.0,2.0,3.0,1.0,8
23571,amazon,Software Development Engineer II,1.0,1.0,2.0,1.0,3.0,1.0,20
23573,amazon,Data Engineer II,4.0,2.0,4.0,5.0,4.0,4.0,0
23577,amazon,Part Time Logistics Administrative,2.0,1.0,3.0,1.0,2.0,1.0,3
23578,amazon,FC Associate,4.0,3.0,4.0,3.0,3.0,4.0,3
23580,amazon,Software Development Engineer,4.0,3.0,5.0,4.0,4.0,5.0,0
23581,amazon,SDE2,4.0,2.0,3.0,4.0,3.0,4.0,0
23582,amazon,Senior Systems Engineer,3.0,2.0,3.0,3.0,4.0,4.0,0
23583,amazon,Software Development Engineer II,4.0,4.0,5.0,4.0,4.0,4.0,1
23584,amazon,Pcker,2.0,2.0,2.0,2.0,2.0,3.0,1
23585,amazon,Warehouse Associate,2.0,2.0,3.0,2.0,5.0,1.0,3
23586,amazon,Process Assistant,4.0,5.0,4.0,4.0,4.0,3.0,0
23588,amazon,Outbound,3.0,3.0,3.0,2.0,3.0,2.0,2
23589,amazon,Shipper/Stower,2.0,2.0,3.0,1.0,3.0,3.0,2
23591,amazon,Senior HRA,4.0,4.0,5.0,4.0,3.0,5.0,0
23592,amazon,Production Associate,3.0,5.0,1.0,1.0,4.0,1.0,0
23595,amazon,Advertising AE,2.0,1.0,2.0,2.0,3.0,3.0,0
23596,amazon,Software Development Engineer Intern,4.0,2.0,2.0,4.0,5.0,3.0,0
23600,amazon,Picker,4.0,3.0,5.0,3.0,3.0,4.0,0
23602,amazon,"Senior Manager, Product Management",5.0,3.0,5.0,5.0,4.0,5.0,4
23603,amazon,Sales,2.0,2.0,3.0,3.0,2.0,2.0,13
23604,amazon,"Senior Manager, Software Development",5.0,4.0,5.0,4.0,4.0,5.0,1
23607,amazon,Program Manager,2.0,2.0,1.0,4.0,3.0,2.0,3
23609,amazon,Senior Technical Product Manager,2.0,2.0,2.0,2.0,4.0,3.0,5
23611,amazon,Process Assistant,4.0,3.0,3.0,3.0,4.0,4.0,2
23612,amazon,Software Development Engineer I,4.0,4.0,4.0,5.0,5.0,4.0,2
23615,amazon,Picker,3.0,3.0,2.0,3.0,3.0,2.0,1
23616,amazon,Amazon Pathway Operations Manager,3.0,1.0,3.0,4.0,4.0,3.0,6
23617,amazon,Manager,3.0,2.0,3.0,3.0,2.0,3.0,2
23618,amazon,Lead Collator,3.0,1.0,2.0,3.0,3.0,4.0,0
23619,amazon,Machine Learning Scientist,4.0,3.0,4.0,4.0,4.0,none,1
23621,amazon,SDE3,2.0,3.0,2.0,3.0,3.0,2.0,0
23622,amazon,Web Development Engineer II,4.0,1.0,2.0,5.0,4.0,3.0,3
23624,amazon,Inbound Receiver and Stower,1.0,3.0,5.0,1.0,5.0,1.0,11
23627,amazon,Safety Coordinator,5.0,5.0,5.0,5.0,5.0,5.0,0
23628,amazon,HRBP,1.0,3.0,1.0,1.0,5.0,1.0,3
23629,amazon,Software Development Manager,3.0,2.0,2.0,3.0,3.0,2.0,4
23630,amazon,Recruiting Coordinator,2.0,1.0,1.0,4.0,4.0,1.0,1
23632,amazon,Software Development Manager III,3.0,3.0,3.0,2.0,3.0,2.0,1
23633,amazon,Software Development Engineer II,4.0,3.0,4.0,4.0,3.0,3.0,0
23634,amazon,Software Development Engineer I,2.0,1.0,2.0,4.0,3.0,2.0,8
23635,amazon,Fashion,2.0,1.0,1.0,1.0,1.0,1.0,2
23637,amazon,AFE Process Guide,2.0,2.0,1.0,1.0,2.0,1.0,1
23639,amazon,Software Development Engineer I,3.0,3.0,3.0,3.0,3.0,3.0,1
23640,amazon,User Experience Designer II,4.0,5.0,5.0,5.0,3.0,4.0,6
23641,amazon,Stow Associate,2.0,1.0,3.0,3.0,2.0,2.0,0
23642,amazon,Senior Product Manager,3.0,1.0,1.0,5.0,3.0,2.0,7
23643,amazon,"R&amp,D",4.0,3.0,5.0,3.0,4.0,3.0,0
23644,amazon,Multiple Job Titles,3.0,3.0,2.0,3.0,4.0,2.0,0
23647,amazon,Picker,2.0,2.0,2.0,3.0,2.0,1.0,0
23648,amazon,Receive Clerk,5.0,4.0,4.0,5.0,5.0,4.0,0
23649,amazon,Solution Architect,3.0,2.0,4.0,3.0,2.0,5.0,8
23650,amazon,Software Development Engineer II,4.0,3.0,5.0,4.0,4.0,3.0,0
23651,amazon,Stow,1.0,1.0,1.0,1.0,3.0,1.0,2
23652,amazon,Software Development Engineer II,5.0,3.0,5.0,5.0,5.0,5.0,0
23653,amazon,Senior Technical Recruiter,1.0,1.0,1.0,1.0,3.0,2.0,9
23654,amazon,Senior Financial Analyst,3.0,3.0,2.0,4.0,4.0,3.0,3
23655,amazon,Inbound Receiver,4.0,3.0,5.0,4.0,5.0,3.0,2
23656,amazon,Area Manager,4.0,3.0,2.0,2.0,5.0,4.0,3
23657,amazon,Software Development Engineer,2.0,1.0,2.0,3.0,3.0,2.0,6
23658,amazon,Software Engineer,5.0,2.0,3.0,3.0,5.0,4.0,1
23660,amazon,Work At Home Customer Service Representative,5.0,5.0,5.0,5.0,4.0,4.0,2
23661,amazon,Manager of Stuff,3.0,2.0,3.0,3.0,5.0,2.0,1
23663,amazon,Software Development Engineer I,3.0,1.0,3.0,3.0,4.0,3.0,1
23664,amazon,Out-Bound Pack,4.0,4.0,3.0,4.0,4.0,3.0,1
23666,amazon,Facilities Service Technician,1.0,3.0,2.0,1.0,1.0,3.0,2
23667,amazon,Software Engineer,4.0,4.0,4.0,4.0,5.0,3.0,1
23668,amazon,Financial Analyst Intern,5.0,4.0,5.0,5.0,4.0,5.0,0
23669,amazon,Software Development Engineer,4.0,4.0,4.0,4.0,3.0,4.0,0
23670,amazon,Software Development Engineer II,3.0,2.0,4.0,3.0,3.0,3.0,0
23671,amazon,Software Development Engineer,2.0,1.0,2.0,3.0,3.0,3.0,3
23672,amazon,Senior Technical Recruiter,3.0,1.0,3.0,3.0,4.0,1.0,5
23673,amazon,Software Development Engineer I,3.0,2.0,3.0,5.0,4.0,3.0,3
23674,amazon,Software Development Engineer In Test,3.0,3.0,3.0,1.0,1.0,2.0,1
23675,amazon,Ambassador - ISS - Sherlock Researcher,1.0,1.0,1.0,1.0,2.0,1.0,2
23676,amazon,IxD Intern,4.0,4.0,5.0,5.0,4.0,3.0,0
23677,amazon,Customer Service,4.0,3.0,5.0,4.0,3.0,5.0,0
23679,amazon,Facilities,5.0,3.0,5.0,5.0,4.0,4.0,0
23680,amazon,Software Engineer,4.0,4.0,5.0,5.0,4.0,4.0,0
23681,amazon,Software Development Engineer,3.0,3.0,3.0,4.0,2.0,2.0,2
23682,amazon,Software Development Engineer II,1.0,1.0,1.0,3.0,2.0,1.0,5
23684,amazon,Senior Product Manager,4.0,3.0,3.0,4.0,4.0,4.0,0
23685,amazon,Software Developer,2.0,none,none,none,none,none,1
23686,amazon,Manifest Clerk,2.0,2.0,1.0,1.0,3.0,1.0,0
23687,amazon,FC Associate,4.0,4.0,5.0,5.0,3.0,5.0,0
23688,amazon,Area Manager,4.0,2.0,4.0,5.0,4.0,3.0,1
23689,amazon,Process Assistant,5.0,4.0,4.0,4.0,4.0,4.0,0
23690,amazon,Director,5.0,3.0,4.0,4.0,5.0,4.0,12
23693,amazon,Senior Finance Manager,2.0,1.0,1.0,2.0,5.0,2.0,13
23694,amazon,Program Manager,4.0,2.0,5.0,5.0,5.0,4.0,0
23698,amazon,Technical Project Manager,5.0,5.0,5.0,5.0,5.0,5.0,2
23699,amazon,Software Development Engineer,3.0,2.0,2.0,5.0,3.0,2.0,1
23700,amazon,Pick,3.0,2.0,2.0,5.0,3.0,2.0,1
23701,amazon,Software Engineer III,5.0,3.0,5.0,5.0,5.0,5.0,2
23702,amazon,Stower,2.0,1.0,2.0,2.0,4.0,1.0,1
23703,amazon,Operations Manager,3.0,1.0,5.0,3.0,5.0,1.0,3
23704,amazon,Software Development Engineer,2.0,2.0,2.0,4.0,4.0,3.0,2
23706,amazon,Operations Manager,3.0,1.0,2.0,4.0,4.0,3.0,0
23707,amazon,Software Engineer,4.0,4.0,4.0,5.0,4.0,4.0,0
23710,amazon,Customer Service Representative,5.0,4.0,4.0,4.0,2.0,4.0,0
23711,amazon,Program Manager,3.0,1.0,3.0,4.0,2.0,1.0,5
23712,amazon,Software Development Engineer,3.0,2.0,2.0,2.0,4.0,3.0,1
23713,amazon,Associate,4.0,3.0,4.0,2.0,5.0,2.0,0
23714,amazon,Technical Customer Service Associate,3.0,3.0,5.0,3.0,5.0,3.0,9
23715,amazon,Operations Manager,3.0,1.0,5.0,4.0,5.0,3.0,7
23717,amazon,Fulfillment Associate,2.0,3.0,3.0,2.0,2.0,2.0,3
23718,amazon,Marketing Manager,3.0,2.0,3.0,4.0,4.0,3.0,2
23719,amazon,Package Handler,3.0,4.0,none,none,none,none,0
23721,amazon,Software Development Engineer II,4.0,1.0,3.0,3.0,4.0,2.0,1
23722,amazon,Software Engineer II,4.0,1.0,3.0,4.0,4.0,3.0,0
23723,amazon,Cleient Relations,5.0,4.0,5.0,4.0,4.0,5.0,0
23724,amazon,Business Development Manager,2.0,1.0,3.0,3.0,3.0,2.0,17
23725,amazon,"Senior Manager, Program Management",3.0,2.0,2.0,5.0,5.0,4.0,1
23727,amazon,Technical Program Manager,3.0,3.0,3.0,3.0,3.0,3.0,0
23728,amazon,Tier I Fulfullment Center Associate,4.0,3.0,3.0,3.0,4.0,2.0,2
23730,amazon,Technical Program Manager,4.0,4.0,4.0,3.0,3.0,2.0,2
23731,amazon,Software Development Engineer,4.0,2.0,3.0,3.0,3.0,3.0,2
23733,amazon,"Associate, Ambassador Picker, Packer, Sorter Etc",1.0,1.0,1.0,1.0,3.0,1.0,3
23734,amazon,Warehouse Associate,1.0,1.0,1.0,1.0,3.0,1.0,1
23736,amazon,Amazon Area Manager,1.0,1.0,1.0,1.0,3.0,1.0,4
23737,amazon,CSA III,1.0,2.0,1.0,2.0,3.0,1.0,3
23738,amazon,Recruiter,5.0,4.0,5.0,5.0,5.0,5.0,3
23739,amazon,Marketing Manager,5.0,5.0,5.0,4.0,4.0,4.0,0
23740,amazon,Warehouse Associate,2.0,1.0,1.0,1.0,3.0,2.0,2
23741,amazon,Warehouse Associate,3.0,2.0,3.0,3.0,3.0,4.0,1
23742,amazon,Sorter,3.0,3.0,3.0,3.0,3.0,3.0,0
23744,amazon,Outbound Employee,4.0,5.0,3.0,5.0,3.0,5.0,0
23745,amazon,Inbound Receiving Process Guide,5.0,3.0,5.0,5.0,4.0,4.0,0
23746,amazon,Editor,1.0,1.0,1.0,2.0,2.0,1.0,6
23749,amazon,Picker,5.0,5.0,5.0,5.0,5.0,5.0,0
23750,amazon,Associate,1.0,1.0,1.0,1.0,1.0,1.0,0
23751,amazon,Senior Operations Manager At A Fulfillment Center,1.0,1.0,1.0,1.0,4.0,1.0,5
23753,amazon,Management,1.0,1.0,1.0,1.0,3.0,2.0,6
23754,amazon,General Manager,4.0,3.0,4.0,5.0,4.0,5.0,0
23755,amazon,Senior Vendor Manager,4.0,2.0,4.0,5.0,5.0,4.0,1
23756,amazon,Senior Recruiter,4.0,1.0,5.0,4.0,2.0,3.0,14
23757,amazon,Executive Assistant,5.0,3.0,4.0,5.0,4.0,3.0,5
23758,amazon,Technical Program Manager II,2.0,3.0,1.0,3.0,3.0,2.0,3
23759,amazon,Software Development Engineer I,4.0,4.0,4.0,4.0,4.0,none,0
23761,amazon,User Experience Designer,3.0,4.0,2.0,3.0,5.0,3.0,5
23762,amazon,Fulfillment Associate,4.0,3.0,4.0,3.0,4.0,3.0,1
23764,amazon,Fulfillment Associate,2.0,2.0,3.0,4.0,2.0,2.0,4
23765,amazon,Finance Manager,4.0,2.0,3.0,5.0,3.0,3.0,2
23766,amazon,Fork Lift Driver,1.0,1.0,1.0,2.0,3.0,1.0,4
23767,amazon,Facilities Service Technician,4.0,2.0,4.0,4.0,4.0,3.0,0
23770,amazon,"Manager, Software Engineering",1.0,1.0,1.0,1.0,3.0,1.0,9
23771,amazon,MTurk Worker,4.0,3.0,3.0,3.0,2.0,2.0,5
23773,amazon,"Senior Manager, Software Development",4.0,3.0,4.0,4.0,4.0,4.0,3
23774,amazon,Sales,3.0,3.0,4.0,3.0,3.0,1.0,4
23775,amazon,Associate,3.0,2.0,3.0,3.0,3.0,3.0,0
23776,amazon,Senior Software Engineer,1.0,1.0,1.0,5.0,3.0,2.0,15
23781,amazon,Software Development Manager,4.0,3.0,4.0,5.0,4.0,4.0,0
23784,amazon,Warehouse Associate,3.0,none,none,none,none,none,1
23786,amazon,Account Executive,3.0,3.0,3.0,1.0,3.0,2.0,0
23787,amazon,Software Development Engineer I,4.0,3.0,4.0,4.0,4.0,3.0,2
23788,amazon,Associate,1.0,1.0,1.0,1.0,3.0,1.0,2
23790,amazon,Program Manager,3.0,2.0,3.0,4.0,3.0,2.0,0
23791,amazon,Software Development Engineer I,1.0,1.0,2.0,2.0,2.0,2.0,8
23792,amazon,Investigation Specialist,1.0,3.0,1.0,1.0,3.0,1.0,1
23793,amazon,Software Engineer,3.0,4.0,3.0,3.0,4.0,3.0,3
23794,amazon,Associate,3.0,1.0,4.0,2.0,3.0,2.0,0
23795,amazon,Software Development Engineer II,5.0,2.0,4.0,3.0,4.0,3.0,0
23796,amazon,Senior Software Engineer,1.0,1.0,1.0,1.0,1.0,1.0,9
23797,amazon,Pack,2.0,2.0,1.0,2.0,3.0,2.0,1
23798,amazon,Senior Software Dev Engineer,2.0,2.0,2.0,2.0,2.0,2.0,8
23800,amazon,Warehouse Fulfillment Associate,5.0,5.0,5.0,3.0,3.0,5.0,0
23801,amazon,Software Development Engineer,2.0,2.0,2.0,4.0,5.0,3.0,7
23802,amazon,Software Developer,1.0,1.0,1.0,1.0,2.0,1.0,6
23803,amazon,Outbound Problem Solve,4.0,2.0,4.0,4.0,3.0,4.0,0
23804,amazon,CSA,4.0,2.0,5.0,4.0,4.0,5.0,0
23806,amazon,Software Development Engineer,4.0,2.0,5.0,4.0,4.0,4.0,0
23807,amazon,Package,3.0,3.0,3.0,3.0,1.0,3.0,0
23808,amazon,Technical Operations Support Engineer,1.0,1.0,1.0,1.0,1.0,1.0,5
23811,amazon,Warehouse Associate,5.0,4.0,4.0,4.0,4.0,4.0,1
23813,amazon,Network Engineer,5.0,3.0,5.0,5.0,3.0,3.0,12
23814,amazon,Warehouse Associate,5.0,5.0,5.0,4.0,5.0,5.0,2
23817,amazon,Software Engineer,5.0,3.0,5.0,5.0,5.0,4.0,0
23818,amazon,Operations Manager,2.0,2.0,4.0,2.0,5.0,2.0,0
23819,amazon,Software Development Engineer,2.0,3.0,3.0,3.0,3.0,2.0,6
23820,amazon,ICQA,2.0,3.0,2.0,2.0,4.0,1.0,0
23821,amazon,Program Manager,5.0,2.0,3.0,5.0,5.0,4.0,0
23822,amazon,Associate,2.0,3.0,2.0,2.0,2.0,1.0,1
23823,amazon,Senior Instock Manager,2.0,1.0,1.0,3.0,5.0,2.0,0
23824,amazon,Manager,3.0,2.0,3.0,5.0,4.0,4.0,0
23826,amazon,Senior HRA,5.0,4.0,5.0,5.0,5.0,4.0,0
23827,amazon,Compliance Testing Specialist,3.0,1.0,5.0,4.0,3.0,4.0,1
23828,amazon,Software Engineer II,2.0,2.0,1.0,3.0,3.0,4.0,7
23829,amazon,Associate,2.0,3.0,1.0,2.0,3.0,2.0,3
23830,amazon,Financial Analyst II,4.0,2.0,5.0,5.0,4.0,4.0,0
23833,amazon,Picker,5.0,5.0,5.0,5.0,5.0,5.0,0
23834,amazon,Business Analyst,5.0,5.0,5.0,5.0,5.0,5.0,0
23836,amazon,Senior User Experience Designer,4.0,4.0,5.0,5.0,4.0,5.0,1
23839,amazon,Business Analyst,4.0,5.0,5.0,4.0,4.0,5.0,0
23840,amazon,Associate,2.0,3.0,3.0,2.0,2.0,2.0,1
23842,amazon,Stowed/Picked,1.0,1.0,2.0,1.0,2.0,1.0,1
23843,amazon,Receive Clerk,5.0,3.0,4.0,5.0,5.0,1.0,1
23844,amazon,Senior Manager,2.0,1.0,1.0,3.0,4.0,1.0,3
23845,amazon,Datacenter Technician,5.0,4.0,5.0,5.0,5.0,4.0,0
23846,amazon,Software Development Engineer II,3.0,2.0,1.0,2.0,5.0,2.0,8
23847,amazon,Senior Quality Assurance Engineer,4.0,5.0,5.0,4.0,4.0,5.0,0
23848,amazon,Tier I,4.0,4.0,4.0,5.0,4.0,5.0,0
23849,amazon,Senior Financial Analyst,4.0,3.0,3.0,4.0,3.0,3.0,0
23851,amazon,Area Manager,3.0,2.0,4.0,2.0,4.0,4.0,0
23852,amazon,Warehoue Associate,4.0,2.0,5.0,3.0,4.0,2.0,0
23853,amazon,Brand Specialist,5.0,2.0,5.0,5.0,5.0,5.0,8
23854,amazon,Operations Manager,4.0,3.0,4.0,5.0,4.0,4.0,0
23855,amazon,Senior Product Manager,2.0,1.0,1.0,4.0,4.0,3.0,4
23856,amazon,Picker,2.0,2.0,3.0,2.0,3.0,3.0,3
23857,amazon,Instock Manager,3.0,1.0,3.0,5.0,4.0,3.0,1
23858,amazon,Director,1.0,1.0,2.0,2.0,2.0,1.0,5
23859,amazon,Sales,1.0,2.0,1.0,1.0,2.0,1.0,5
23860,amazon,Product Manager,3.0,1.0,3.0,2.0,2.0,3.0,6
23861,amazon,Software Development Engineer,4.0,3.0,5.0,4.0,3.0,4.0,2
23862,amazon,Physical Security Systems Administrative,5.0,3.0,4.0,5.0,4.0,4.0,0
23863,amazon,Operations Manager,1.0,1.0,1.0,3.0,2.0,1.0,4
23864,amazon,Process Assistant,3.0,2.0,4.0,5.0,4.0,2.0,2
23865,amazon,Fulfillment Associate,5.0,2.0,4.0,5.0,4.0,4.0,0
23867,amazon,Software Development Engineer,4.0,2.0,4.0,2.0,4.0,4.0,3
23868,amazon,Shared Services Accounts Payable Lead,3.0,1.0,4.0,3.0,3.0,1.0,1
23869,amazon,Packer,3.0,3.0,3.0,3.0,3.0,3.0,1
23870,amazon,Support Engineer,3.0,2.0,4.0,4.0,3.0,3.0,0
23871,amazon,Executive Assistant,5.0,2.0,4.0,5.0,4.0,4.0,3
23872,amazon,Warehuse Associate,2.0,2.0,1.0,1.0,2.0,1.0,1
23873,amazon,Labor,1.0,3.0,1.0,1.0,1.0,1.0,1
23874,amazon,Senior Manager,5.0,4.0,4.0,5.0,4.0,4.0,0
23875,amazon,Account Manager,4.0,3.0,4.0,5.0,3.0,3.0,0
23877,amazon,Senior Technical Program Manager,4.0,3.0,5.0,4.0,4.0,5.0,5
23878,amazon,Amazon Mechanical Turk Worker (ID: A167OT77I6TDC9),1.0,1.0,1.0,1.0,1.0,1.0,3
23880,amazon,Finance Manager,4.0,3.0,4.0,4.0,4.0,4.0,1
23881,amazon,Software Development Engineer,4.0,3.0,4.0,4.0,3.0,none,0
23882,amazon,Customer Service Representative,5.0,4.0,4.0,3.0,2.0,4.0,1
23883,amazon,Software Development Engineer II,4.0,2.0,3.0,3.0,5.0,4.0,1
23884,amazon,Fulfillment Processor,1.0,1.0,1.0,1.0,1.0,1.0,2
23885,amazon,Software Development Engineer In Test,4.0,1.0,5.0,4.0,3.0,3.0,1
23886,amazon,Outbound Picker,5.0,4.0,4.0,3.0,4.0,4.0,0
23888,amazon,Account Manager,2.0,3.0,2.0,3.0,2.0,2.0,16
23889,amazon,Warehouse Associate,5.0,4.0,5.0,4.0,4.0,4.0,2
23891,amazon,Software Development Engineer II,1.0,1.0,1.0,4.0,4.0,1.0,22
23892,amazon,Packer,5.0,3.0,5.0,3.0,3.0,4.0,1
23893,amazon,Designer,3.0,2.0,3.0,4.0,3.0,2.0,1
23894,amazon,Merchant Product Manager,4.0,2.0,4.0,4.0,3.0,3.0,4
23895,amazon,Stower,4.0,2.0,4.0,3.0,5.0,3.0,2
23897,amazon,Picker,5.0,5.0,4.0,5.0,4.0,5.0,0
23899,amazon,Systems Engineer II,5.0,4.0,5.0,5.0,5.0,4.0,1
23900,amazon,Area Manager,4.0,2.0,4.0,4.0,4.0,2.0,0
23903,amazon,Associate,3.0,1.0,2.0,3.0,4.0,3.0,0
23904,amazon,Investigation Specialist,1.0,1.0,1.0,3.0,4.0,2.0,3
23905,amazon,Talent Manager,5.0,3.0,4.0,4.0,5.0,4.0,1
23906,amazon,Financial Analyst,3.0,2.0,2.0,3.0,4.0,4.0,1
